,Unnamed: 0,Company,2022_Valuation,2023_Valuation,2024_Valuation,Date Joined,Country,City,Industry,Select Investors,Overall_Growth,CAGR (%),Lat,Lng
417,417,Clearco,2.0,2.0,2.0,4/20/2021,Canada,Toronto,Fintech,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners",0.0,0.0,43.5796082,-79.6392832
418,418,Hive,2.0,2.0,2.0,4/21/2021,United States,San Francisco,Artificial intelligence,"Tomales Bay Capital, Bain & Company, General Catalyst",0.0,0.0,37.6403143,-123.173825
419,419,Kajabi,2.0,2.0,2.0,5/4/2021,United States,Irvine,Internet software & services,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity",0.0,0.0,33.5993914,-117.8687519
420,420,Ethos,2.7,2.7,2.7,5/11/2021,United States,San Francisco,Fintech,"Sequoia Capital, Google Ventures, Accel",0.0,0.0,37.6403143,-123.173825
421,421,PayFit,2.1,2.1,2.1,1/6/2022,United Kingdom,London,Fintech,"Accel, frst, Kima Ventures",0.0,0.0,51.2867601,-0.5103751
422,422,Beisen,2.0,2.0,2.0,5/11/2021,China,Beijing,Internet software & services,"Matrix Partners China, Sequoia Capital China, Genesis Capital",0.0,0.0,39.7457136,116.2312972
423,423,Pipe,2.0,2.0,2.0,5/19/2021,United States,Miami,Fintech,"next47, MaC Venture Capital, FinVC",0.0,0.0,25.7090517,-80.31976
424,424,Iterable,2.0,2.0,2.0,6/15/2021,United States,San Francisco,Internet software & services,"CRV, Blue Cloud Ventures, Index Ventures",0.0,0.0,37.6403143,-123.173825
425,425,Bunq,2.0,2.0,1.8,6/18/2021,Netherlands,Amsterdam,Fintech,Undisclosed,-0.2,-5.13,52.2781742,4.7287776
426,426,Clip,2.0,2.0,2.0,6/10/2021,Mexico,Mexico City,Fintech,"Alta Ventures Mexico, General Atlantic, SoftBank Group",0.0,0.0,19.0487187,-99.3649242
427,427,Loggi,2.0,2.0,2.0,6/5/2019,Brazil,Sao Paulo,"Supply chain, logistics, & delivery","Qualcomm Ventures, SoftBank Group. Monashees+",0.0,0.0,-24.0079003,-46.8262692
428,428,MURAL,2.0,2.0,2.0,7/20/2021,United States,San Francisco,Internet software & services,"Insight Partners, Tiger Global Management, Gradient Ventures",0.0,0.0,37.6403143,-123.173825
429,429,OCSiAl,2.0,2.0,2.0,3/4/2019,Luxembourg,Leudelange,Other,"A&NN, Rusnano",0.0,0.0,49.5477053,6.0374039
430,430,XtalPi,2.0,2.0,2.0,8/11/2021,China,Shenzhen,Artificial intelligence,"Tencent Holdings, 5Y Capital, Sequoia Capital China",0.0,0.0,22.2875999,113.6793565
431,431,Divvy Homes,2.0,2.0,2.0,8/13/2021,United States,San Francisco,Fintech,"Andreessen Horowitz, Caffeinated Capital, SciFi VC",0.0,0.0,37.6403143,-123.173825
432,432,Apeel Sciences,2.0,2.0,2.0,5/26/2020,United States,Goleta,Other,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz",0.0,0.0,34.4137607,-119.921877
433,433,Opay,2.0,2.0,2.0,8/23/2021,Nigeria,Lagos,Fintech,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China",0.0,0.0,6.2950575,3.2341795
434,434,Aviatrix,2.0,2.0,2.0,9/8/2021,United States,Santa Clara,Internet software & services,"Ignition Partners, Formation 8, CRV",0.0,0.0,37.3230027,-122.0048518
435,435,SmartNews,2.0,2.0,2.0,8/5/2019,Japan,Tokyo,Mobile & telecommunications,"Japan Post Capital, Globis Capital Partners, Atomico",0.0,0.0,35.53308,139.279417
436,436,Misfits Market,2.0,2.0,2.0,4/21/2021,United States,Pennsauken,"Supply chain, logistics, & delivery","Accel, D1 Capita Partners, Greenoaks Capital Management",0.0,0.0,39.924201,-75.123821
437,437,Spring Health,2.0,2.5,2.5,9/16/2021,United States,New York,Health,"Rethink Impact, Work-Bench, RRE Ventures",0.5,11.8,40.476578,-74.258843
438,438,Black Sesame Technologies,2.0,2.0,2.0,9/22/2021,China,Shanghai,Artificial intelligence,"Northern Light Venture Capital, Xiaomi, FutureX Capital",0.0,0.0,31.0723437,121.3091024
439,439,Advance Intelligence Group,2.0,2.0,2.0,9/23/2021,Singapore,Artificial intelligence,"Vision Plus Capital, GSR Ventures, ZhenFund",,0.0,0.0,1.391597,103.8362142
440,440,Modern Treasury,2.0,2.0,2.0,10/6/2021,United States,San Francisco,Fintech,"Benchmark, Altimeter Capital, Quiet Capital",0.0,0.0,37.6403143,-123.173825
441,441,Magic Leap,2.0,2.0,2.0,10/21/2014,United States,Plantation,Hardware,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz",0.0,0.0,28.6255932,-81.4108402
442,442,ClickHouse,2.0,2.0,2.0,10/28/2021,United States,Portola Valley,Data management & analytics,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital",0.0,0.0,37.3383135,-122.254062
443,443,Everlaw,2.0,2.0,2.0,3/10/2020,United States,Oakland,Internet software & services,"K9 Ventures, Menlo Ventures, Andreessen Horowitz",0.0,0.0,37.6336763,-122.355881
444,444,Zilch,2.0,2.0,2.0,11/10/2021,United Kingdom,London,Fintech,"Gauss Ventures, Ventura Capital, dmg ventures",0.0,0.0,51.2867601,-0.5103751
445,445,VerbIT,2.0,2.0,2.0,6/8/2021,United States,New York,Artificial intelligence,"ClalTech, Vertex Ventures, Oryzn Capital",0.0,0.0,40.476578,-74.258843
446,446,StarkWare,8.0,8.0,8.0,11/17/2021,Israel,Netanya,Cybersecurity,"Sequoia Capital, Paradigm, Pantera Capital",0.0,0.0,32.2549044,34.8247416
447,447,Netlify,2.0,2.0,2.0,11/17/2021,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures",0.0,0.0,37.6403143,-123.173825
448,448,SWORD Health,2.0,2.0,2.0,11/22/2021,United States,New York,Health,"Khosla Ventures, Green Innovations, Founders Fund",0.0,0.0,40.476578,-74.258843
449,449,LTK,2.0,2.0,2.0,11/22/2021,United States,Dallas,Internet software & services,"SoftBank Group, Maverick Capital",0.0,0.0,32.613216,-97.000482
450,450,Trax,2.0,2.0,2.0,7/22/2019,Singapore,Artificial intelligence,"Hopu Investment Management, Boyu Capital, DC Thomson Ventures",,0.0,0.0,1.391597,103.8362142
451,451,Exotec,2.0,2.0,2.0,1/17/2022,France,Croix,Hardware,"Breega Capital, Iris Capital, 360 Capital Partners",0.0,0.0,50.6571944,3.1361814
452,452,Dremio,2.0,2.0,2.0,1/6/2021,United States,Santa Clara,Data management & analytics,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners",0.0,0.0,37.3230027,-122.0048518
453,453,Akulaku,2.0,2.0,2.0,2/15/2022,Indonesia,Jakarta,E-commerce & direct-to-consumer,"DCM Ventures, IDG Capital, Siam Commercial Bank",0.0,0.0,-6.3744575,106.3146732
454,454,Cloudinary,2.0,2.0,2.0,2/15/2022,United States,Santa Clara,Internet software & services,"Blackstone, Bessemer Venture Partners",0.0,0.0,37.3230027,-122.0048518
455,455,Lunar,2.0,2.0,2.0,7/12/2021,Denmark,Aarhus,Fintech,"SEED Capital, Greyhound Capital, Socii Capital",0.0,0.0,55.9896278,10.0534046
456,456,UpGrad,2.25,2.25,2.25,8/9/2021,India,Mumbai,Edtech,"Qualcomm Ventures, Accel, Canaan Partners",0.0,0.0,18.9916479,72.776333
457,457,Salsify,2.0,2.0,2.0,4/13/2022,United States,Boston,Internet software & services,"Matrix Partners, North Bridge Venture Partners, Venrock",0.0,0.0,42.2279112,-71.1912442
458,458,CertiK,2.0,2.0,2.0,3/31/2022,United States,New York,Cybersecurity,"Tiger Global Management, Lightspeed Venture Partners, Hillhouse Capital Management",0.0,0.0,40.476578,-74.258843
459,459,ROX Motor,2.0,2.0,2.0,4/29/2022,China,Shanghai,Auto & transportation,"Sequoia Capital China, IDG Capital, Qiming Venture Partners",0.0,0.0,31.0723437,121.3091024
460,460,Hugging Face,2.0,2.0,4.5,5/9/2022,United States,New York,Artificial intelligence,"Betaworks Ventures, Addition, Lux Capital",2.5,50.0,40.476578,-74.258843
461,461,Devo Technology,2.0,2.0,2.0,10/26/2021,United States,Cambridge,Data management & analytics,"Insight Partners, Kibo Ventures, Bessemer Venture Partners",0.0,0.0,42.3524025,-71.1603989
462,462,Rimac Automobili,2.0,2.0,2.0,6/1/2022,Croatia,Sveta Nedelja,Auto & transportation,"Porsche, 	InvestIndustrial, SoftBank Group",0.0,0.0,45.787059,15.7556033
463,463,Geek+,2.0,2.0,2.0,11/21/2018,China,Beijing,Hardware,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",0.0,0.0,39.7457136,116.2312972
464,464,ZigBang,1.93,1.93,1.93,6/7/2022,South Korea,Seoul,Mobile & telecommunications,"Black Pearl Ventures, Stonebridge Ventures, Yuanta Investment Korea",0.0,0.0,37.4285424,126.7644328
465,465,Ankorstore,1.98,1.98,1.98,1/10/2022,France,Paris,E-commerce & direct-to-consumer,"Global Founders Capital, Aglae Ventures, Alven Capital",0.0,0.0,48.8155755,2.224122
466,466,Rokt,1.95,2.4,2.4,12/16/2021,United States,New York,Internet software & services,"Square Peg Capital, TDM Growth Partners, Tiger Global Management",0.45,10.94,40.476578,-74.258843
467,467,InVision,1.9,1.9,1.9,11/1/2017,United States,New York,Internet software & services,"FirstMark Capital, Tiger Global Management, ICONIQ Capital",0.0,0.0,40.476578,-74.258843
468,468,eDaili,1.9,1.9,1.9,2/1/2019,China,Shanghai,E-commerce & direct-to-consumer,"K2VC, Lightspeed China Partners, Sky9 Capital",0.0,0.0,31.0723437,121.3091024
469,469,Aledade,1.9,3.5,3.5,1/19/2021,United States,Bethesda,Health,"Venrock, CVF Capital Partners, ARCH Venture Partners",1.6,35.72,40.008372,-81.079903
470,470,Acorns,1.9,1.9,1.9,3/9/2022,United States,Irvine,Fintech,"e.ventures, Bain Capital Ventures, Greycroft",0.0,0.0,33.5993914,-117.8687519
471,471,Roofstock,1.94,1.94,1.94,3/10/2022,United States,Oakland,Fintech,"Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners",0.0,0.0,37.6336763,-122.355881
472,472,thatgamecompany,1.94,1.94,1.94,3/3/2022,United States,Los Angeles,Internet software & services,"Benchmark, Sequoia Capital, TPG Capital",0.0,0.0,33.659541,-118.6681842
473,473,ConcertAI,1.9,1.9,1.9,3/29/2022,United States,Boston,Artificial Intelligence,"Sixth Street Partners, Declaration Partners, Maverick Ventures Israel",0.0,0.0,42.2279112,-71.1912442
474,474,Material Bank,1.9,1.9,1.9,5/6/2022,United States,Boca Raton,E-commerce & direct-to-consumer,"Bain Capital Ventures, SoftBank Group, Fifth Wall Ventures",0.0,0.0,26.3206768,-80.1710745
475,475,Volocopter,1.87,1.87,1.87,3/4/2022,Germany,Bruchsal,Auto & transportation,"btov Partners, Geely, Intel Capital",0.0,0.0,49.0595244,8.5081576
476,476,ENOVATE,1.85,1.85,1.85,4/15/2019,China,Shanghai,Auto & transportation,Automobile Industry Guidance Fund,0.0,0.0,31.0723437,121.3091024
477,477,MEGAZONE,1.83,1.83,1.83,8/16/2022,South Korea,Seoul,Internet,"Salesforce Ventures, ATP Investment, kt investment",0.0,0.0,37.4285424,126.7644328
478,478,CFGI,1.85,1.85,1.85,9/15/2021,United States,Boston,Fintech,"The Carlyle Group, CVC Capital Partners",0.0,0.0,42.2279112,-71.1912442
479,479,ZocDoc,1.8,1.8,1.8,8/20/2015,United States,New York,Health,"Founders Fund, Khosla Ventures, Goldman Sachs",0.0,0.0,40.476578,-74.258843
480,480,Diamond Foundry,1.8,1.8,1.8,3/29/2021,United States,San Francisco,Other,"Fashion Tech Lab, Fidelity Investments, Vast Ventures",0.0,0.0,37.6403143,-123.173825
481,481,FullStory,1.8,1.8,1.8,8/4/2021,United States,Atlanta,Internet software & services,"Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group",0.0,0.0,33.647808,-84.551068
482,482,Opentrons,1.8,1.8,1.8,9/23/2021,United States,New York,Hardware,"SOSV, Khosla Ventures, Lerer Hippeau",0.0,0.0,40.476578,-74.258843
483,483,Slice,1.8,1.8,1.8,11/28/2021,India,Bengaluru,Fintech,"Gunosy Capital, Blume Ventures, Das Capital",0.0,0.0,12.8167936,77.430082
484,484,Cambrian BioPharma,1.79,1.79,1.79,10/26/2021,United States,Brooklyn,Health,"Future Ventures, Apeiron Investment Group, Moore Capital Management",0.0,0.0,41.7206818,-92.4550866
485,485,AIWAYS,1.78,1.78,1.78,4/16/2018,China,Shanghai,Auto & transportation,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology",0.0,0.0,31.0723437,121.3091024
486,486,Trulioo,1.75,1.75,1.75,6/7/2021,Canada,Vancouver,Cybersecurity,"Blumberg Capital, American Express Ventures, BDC Venture Capital",0.0,0.0,49.1989306,-123.2249611
487,487,Spinny,1.75,1.75,1.75,11/24/2021,India,Gurugram,E-commerce & direct-to-consumer,"General Catalyst, Eleation Capital, Avenir Growth Capital",0.0,0.0,28.2005681,76.6510198
488,488,Crusoe,1.75,1.75,1.75,4/21/2022,United States,Denver,Internet software & services,"Bain Capital Ventures, Founders Fund, Winklevoss Capital",0.0,0.0,39.6143008,-105.1098845
489,489,Orca Security,1.8,1.8,1.8,3/23/2021,United States,Portland,Cybersecurity,"YL Ventures, Redpoint Ventures, GGV Capital",0.0,0.0,43.544348,-70.347399
490,490,Apus Group,1.73,1.73,1.73,1/16/2015,China,Beijing,Mobile & telecommunications,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital",0.0,0.0,39.7457136,116.2312972
491,491,AlphaSense,1.7,1.8,2.5,6/15/2022,United States,New York,Artificial intelligence,"Viking Global Investors, GS Growth, BlackRock",0.8,21.27,40.476578,-74.258843
492,492,Harry's,1.7,1.7,1.7,2/16/2018,United States,New York,Consumer & retail,"Thrive Capital, Tiger Global Management, Temasek",0.0,0.0,40.476578,-74.258843
493,493,PAX,1.7,1.7,1.7,10/22/2018,United States,San Francisco,Consumer & retail,"Tao Capital Partners, Global Asset Capital, Tiger Global Management",0.0,0.0,37.6403143,-123.173825
494,494,DispatchHealth,1.7,1.7,1.7,3/3/2021,United States,Denver,Health,"Alta Partners, Questa Capital, Echo Health Ventures",0.0,0.0,39.6143008,-105.1098845
495,495,Pax8,1.7,1.7,1.7,4/11/2022,United States,Greenwood Village,Internet software & services,"Liberty Global Ventures, Sageview Capital, Blue Cloud Ventures",0.0,0.0,39.5877543,-104.980637
496,496,Multiverse,1.7,1.7,1.7,6/8/2022,United Kingdom,London,Edtech,"Lightspeed Venture Partners, Google Ventures, General Catalyst",0.0,0.0,51.2867601,-0.5103751
497,497,Front,1.7,1.7,1.7,6/28/2022,United States,San Francisco,Internet software & services,"Sequoia Capital, Uncork Capital, Salesforce Ventures",0.0,0.0,37.6403143,-123.173825
498,498,Tessera Therapeutics,1.69,1.69,1.69,4/19/2022,United States,Cambridge,Health,"Altitude Life Science Ventures, SoftBank Group, Alaska Permanent Fund",0.0,0.0,42.3524025,-71.1603989
499,499,Unite Us,1.6,1.6,1.6,3/16/2021,United States,New York,Health,"Insight Partners, Sequoia Capital, Index Ventures",0.0,0.0,40.476578,-74.258843
500,500,CircleCI,1.7,1.7,1.7,5/11/2021,United States,San Francisco,Internet software & services,"Threshold Ventures, Baseline Ventures, Harrison Metal",0.0,0.0,37.6403143,-123.173825
501,501,Wave,1.7,1.7,1.7,9/7/2021,Senegal,Dakar,Fintech,"Stripe, Founders Fund, Partech Partners",0.0,0.0,14.646453,-17.5490249
502,502,Vestiaire Collective,1.7,1.7,1.18,3/1/2021,France,Paris,E-commerce & direct-to-consumer,"Eurazeo, IDInvest Partners, Balderton Capital",-0.52,-16.69,48.8155755,2.224122
503,503,Dragos,1.7,1.7,1.7,10/28/2021,United States,Hanover,Cybersecurity,"DataTribe, Energy Impact Partners, AllegisCyber Capital",0.0,0.0,43.65909,-72.3051245
504,504,Reltio,1.7,1.7,1.7,11/4/2021,United States,Redwood City,Data management & analytics,"Crosslink Capital, .406 Ventures, Sapphire Ventures",0.0,0.0,37.4471717,-122.2908234
505,505,H2O.ai,1.7,1.7,1.7,11/7/2021,United States,Mountain View,Artificial intelligence,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners",0.0,0.0,37.3542156,-122.1175575
506,506,ZenBusiness,1.7,1.7,1.7,11/9/2021,United States,Austin,Fintech,"Greycroft, Lerer Hippeau, Geekdom Fund",0.0,0.0,30.0985133,-97.9367663
507,507,Carsome,1.7,1.7,1.7,7/12/2021,Malaysia,Selangor,E-commerce & direct-to-consumer,"Gobi Partners, 500 Startups, Ondine Capital",0.0,0.0,2.4045722,100.3875093
508,508,Productboard,1.7,1.73,1.73,2/2/2022,United States,San Francisco,Internet software & services,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners",0.03,0.88,37.6403143,-123.173825
509,509,Spotter,1.7,1.7,1.7,2/16/2022,United States,Los Angeles,Fintech,"SoftBank Group, Access Industries, Crossbeam Venture Partners",0.0,0.0,33.659541,-118.6681842
510,510,Optimism,1.65,1.65,1.65,3/17/2022,United States,San Francisco,Internet software & services,"Paradigm, Huobi Ventures, Andreessen Horowitz",0.0,0.0,37.6403143,-123.173825
511,511,Incredible Health,1.65,1.65,1.65,8/17/2022,United States,San Francisco,Internet software & services,"Obvious Ventures, Andreessen Horowitz, NFX",0.0,0.0,37.6403143,-123.173825
512,512,Jusfoun Big Data,1.62,1.62,1.62,7/9/2018,China,Beijing,Data management & analytics,"Boxin Capital, DT Capital Partners, IDG Capital",0.0,0.0,39.7457136,116.2312972
513,513,Transcarent,1.62,1.62,1.62,1/11/2022,United States,San Francisco,Health,"Alta Partners, General Catalyst, Jove Equity Partners",0.0,0.0,37.6403143,-123.173825
514,514,DealShare,1.7,1.7,1.7,1/27/2022,India,Bengaluru,E-commerce & direct-to-consumer,"Alpha Wave Global, Matrix Partners India, Tiger Global Management",0.0,0.0,12.8167936,77.430082
515,515,Zhubajie,1.61,1.61,1.61,6/16/2015,China,Chongqing,Internet software & services,"Cybernaut Growth Fund, IDG Capital",0.0,0.0,29.4056729,106.3879189
516,516,DataStax,1.6,1.6,1.6,5/26/2021,United States,Santa Clara,Data management & analytics,"Crosslink Capital, Meritech Capital Partners, Lightspeed Venture Partners",0.0,0.0,37.3230027,-122.0048518
517,517,Infinidat,1.6,1.6,1.6,4/29/2015,United States,Waltham,Hardware,"TPG Growth, Goldman Sachs",0.0,0.0,42.3536377,-71.2860312
518,518,Afiniti,1.6,1.6,1.6,4/14/2017,Bermuda,Hamilton,Artificial intelligence,GAM Holding,0.0,0.0,32.2905144,-64.7889462
519,519,Cao Cao Mobility,1.6,1.6,1.6,1/17/2018,China,Hangzhou,Auto & transportation,"People Electrical Appliance Group China, Zhongrong International Trust",0.0,0.0,29.1888286,118.3396948
520,520,Verkada,1.6,3.2,3.2,1/29/2020,United States,San Mateo,Cybersecurity,"next47, First Round Capital, Sequoia Capital",1.6,41.42,37.5128069,-122.3549066
521,521,Clari,2.6,2.6,2.6,3/3/2021,United States,Sunnyvale,Internet software & services,"Sequoia Capital, Bain Capital Ventures, enaya Capital",0.0,0.0,37.3302233,-122.0651995
522,522,Clio,1.6,1.6,1.6,4/27/2021,Canada,Burnaby,Internet software & services,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures",0.0,0.0,49.1801919,-123.0240678
523,523,SafetyCulture,1.6,1.6,1.76,5/3/2021,Australia,Sydney,Internet software & services,"Blackbird Ventures, IndexVentures, Tiger Global Management",0.16,4.88,-34.1732416,150.260825
524,524,Monte Carlo,1.6,1.6,1.6,5/24/2022,United States,San Francisco,Artificial intelligence,"GGV Capital, Accel, Redpoint Ventures",0.0,0.0,37.6403143,-123.173825
525,525,Cresta,1.6,1.6,1.6,3/17/2022,United States,San Francisco,Artificial Intelligence,"Andreessen Horowitz, Greylock Partners, Sequoia Capital",0.0,0.0,37.6403143,-123.173825
526,526,Extend,1.36,1.36,1.36,5/18/2021,United States,San Francisco,Fintech,"GreatPoint Ventures, Meritech Capital Partners, PayPal Ventures",0.0,0.0,37.6403143,-123.173825
527,527,Generate Biomedicines,1.36,1.36,1.36,11/18/2021,United States,Cambridge,Health,"Altitude Life Science Ventures. T. Rowe Price, Morningside Venture Partners",0.0,0.0,42.3524025,-71.1603989
528,528,Cognite,1.5,1.5,1.5,5/19/2021,Norway,Lysaker,Data management & analytics,"Technology Crossover Ventures, Accel, Aker",0.0,0.0,59.8930129,10.6165628
529,529,ASAPP,1.6,1.6,1.6,5/19/2021,United States,New York,Artificial intelligence,"March Capital Partners, HOF Capital, Emergence Capital Partners",0.0,0.0,40.476578,-74.258843
530,530,SmartHR,1.6,1.6,1.6,6/8/2021,Japan,Tokyo,Fintech,"BEENEXT, World Innovation Lab, Light Street Capital",0.0,0.0,35.53308,139.279417
531,531,Mercury,1.6,1.6,1.6,7/3/2021,United States,San Francisco,Fintech,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures",0.0,0.0,37.6403143,-123.173825
532,532,Truepill,1.6,1.6,1.6,10/27/2021,United States,Hayward,Health,"Initialized Capital, Sound Ventures, TI Platform Management",0.0,0.0,37.5478185,-122.2190692
533,533,ezCater,1.6,1.6,1.6,4/2/2019,United States,Boston,"Supply chain, logistics, & delivery","Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group",0.0,0.0,42.2279112,-71.1912442
534,534,Wayflyer,1.6,1.6,1.6,2/1/2022,Ireland,Dublin,Fintech,"QED Investors, DST Global, Left Lane Capital",0.0,0.0,53.2987342,-6.3870259
535,535,Capitolis,1.6,1.6,1.6,3/22/2022,United States,New York,Fintech,"Sequoia Capital, Index Ventures, S Capital",0.0,0.0,40.476578,-74.258843
536,536,Nord Security,1.6,1.6,3.0,4/7/2022,Lithuania,Vilnius,Cybersecurity,"General Catalyst, BaltCap, Novator Partners",1.4,36.93,54.5689058,25.0245351
537,537,Vanta,1.6,1.6,1.6,6/7/2022,United States,San Francisco,Cybersecurity,"Craft Ventures, Sequoia Capital, Verissimo Ventures",0.0,0.0,37.6403143,-123.173825
538,538,Magic Eden,1.6,1.6,1.6,6/21/2022,United States,San Francisco,Fintech,"Sequoia Capital, Lightspeed Venture Partners, Paradigm",0.0,0.0,37.6403143,-123.173825
539,539,Pave,1.6,1.6,1.6,6/28/2022,United States,San Francisco,Internet software & services,"Y Combinator, 	Andreessen Horowitz, Bessemer Venture Partners",0.0,0.0,37.6403143,-123.173825
540,540,Promasidor Holdings,1.59,1.59,1.59,11/8/2016,South Africa,Bryanston,Consumer & retail,"IFC, Ajinomoto",0.0,0.0,-26.0713889,28.0080556
541,541,Baiwang,1.55,1.55,1.55,3/25/2019,China,Beijing,Fintech,"Guozhong Venture Capital Management, Shenzhen Capital Group, Oriental Fortune Capital",0.0,0.0,39.7457136,116.2312972
542,542,Iluvatar CoreX,1.55,1.55,1.55,3/1/2021,China,Shanghai,Hardware,"Centurium Capital, Cedarlake Capital, Unicom Innovation Venture Capital",0.0,0.0,31.0723437,121.3091024
543,543,Wenheyou,1.55,1.55,1.55,4/17/2021,China,Hunan,Other,"Sequoia Capital China, Warburg Pincus, IDG Capital",0.0,0.0,24.6402179,108.7860944
544,544,Kitopi,1.55,1.55,1.55,7/1/2021,United Arab Emirates,Dubai,"Supply chain, logistics, & delivery","CE-Ventures, BECO Capital, Nordstar",0.0,0.0,25.1053471,55.1324914
545,545,Ximalaya FM,1.52,1.52,1.52,9/22/2017,China,Shanghai,Mobile & telecommunications,"China Creation Ventures, Sierra Ventures, Xingwang Investment Management",0.0,0.0,31.0723437,121.3091024
546,546,Carzone,1.52,1.52,1.52,3/1/2019,China,Jiangsu,E-commerce & direct-to-consumer,"Alibaba Group,Co-Stone Venture Capital, Buhuo Venture Capital",0.0,0.0,30.7603342,116.3552034
547,547,Gokin Solar,1.51,2.88,2.88,4/13/2022,China,Zhuhai,Other,"IDG Capital, Puluo Capital, Midea Capital",1.37,38.1,21.6606197,113.0581892
548,548,Mu Sigma,1.5,1.5,1.5,2/7/2013,United States,Northbrook,Data management & analytics,"Sequoia Capital, General Atlantic",0.0,0.0,35.3147622,-80.9528227
549,549,Kushki,1.5,1.5,1.5,6/7/2022,Ecuador,Quito,Fintech,"Clocktower Technology Ventures, DILA Capital, Kaszek Ventures",0.0,0.0,-0.3801641,-78.6723274
550,550,Orna Therapeutics,1.5,1.5,1.5,8/16/2022,United States,Cambridge,Health,"MPM Capital, Astellas Venture Management, F2 Ventures",0.0,0.0,42.3524025,-71.1603989
551,551,TuJia,1.5,1.5,1.5,6/17/2015,China,Beijing,Travel,"GGV Capital, QiMing Venture Partnersl",0.0,0.0,39.7457136,116.2312972
552,552,Mofang Living,1.5,1.5,1.5,4/13/2016,China,Shanghai,E-commerce & direct-to-consumer,"Warburg Pincus, Aviation Industry Corporation of China",0.0,0.0,31.0723437,121.3091024
553,553,Gett,1.5,1.5,1.5,5/24/2016,United Kingdom,London,Auto & transportation,"Volkswagen, Access Industries, Vostok New Ventures",0.0,0.0,51.2867601,-0.5103751
554,554,DT Dream,1.5,1.5,1.5,6/8/2017,China,Hangzhou,Data management & analytics,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital",0.0,0.0,29.1888286,118.3396948
555,555,Changingedu,1.5,1.5,1.5,10/30/2017,China,Shanghai,Edtech,"Trustbridge Partners, IDG Capital, Sequoia Capital China",0.0,0.0,31.0723437,121.3091024
556,556,XiaoZhu,1.5,1.5,1.5,11/1/2017,China,Beijing,Travel,"Morningside Ventures, Capital Today, JOY Capital",0.0,0.0,39.7457136,116.2312972
557,557,JOLLY Information Technology,1.5,1.5,1.5,5/29/2018,China,Hangzhou,E-commerce & direct-to-consumer,"Legend Capital, CDH Investments, Sequoia Capital China",0.0,0.0,29.1888286,118.3396948
558,558,Yijiupi,1.5,1.5,1.5,9/20/2018,China,Beijing,Consumer & retail,"Source Code Capital, Meituan Dianping, Tencent Holdings",0.0,0.0,39.7457136,116.2312972
559,559,Cambridge Mobile Telematics,1.5,1.5,1.5,12/19/2018,United States,Cambridge,Auto & transportation,SoftBank Group,0.0,0.0,42.3524025,-71.1603989
560,560,Collective Health,1.5,1.5,1.5,6/17/2019,United States,San Francisco,Fintech,"New Enterprise Associates, Founders Fund, Google Ventures",0.0,0.0,37.6403143,-123.173825
561,561,Strava,1.5,1.5,1.5,11/16/2020,United States,San Francisco,Internet software & services,"Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital",0.0,0.0,37.6403143,-123.173825
562,562,Zenoti,1.5,1.5,1.5,12/15/2020,United States,Bellevue,Internet software & services,"Norwest Venture Partners, Accel, Tiger Global Management",0.0,0.0,47.535013,-122.2228062
563,563,K Health,1.5,1.5,1.5,1/19/2021,United States,New York,Health,"Max Ventures, Mangrove Capital Partners, 14W",0.0,0.0,40.476578,-74.258843
564,564,ID.me,1.5,1.5,1.5,3/19/2021,United States,McLean,Cybersecurity,"Moonshots Capital, BoxGroup, Blu Venture Investors",0.0,0.0,40.30925,-89.17901
565,565,Snapdocs,1.5,1.5,1.5,5/25/2021,United States,San Francisco,Fintech,"Sequoia Capital, Y Combinator, F-Prime Capital",0.0,0.0,37.6403143,-123.173825
566,566,Chipper Cash,2.0,2.0,2.0,5/31/2021,United States,San Francisco,Fintech,"Deciens Capital, Bezos Expeditions, 500 Startups",0.0,0.0,37.6403143,-123.173825
567,567,Ledger,1.5,1.47,1.47,6/10/2021,France,Paris,Hardware,"Digital Currency Group, Draper Esprit, Korelya Capital",-0.03,-1.01,48.8155755,2.224122
568,568,Next Silicon,1.5,1.5,1.5,6/14/2021,Israel,Tel Aviv,Hardware,"Amiti Ventures, Playground Global, Aleph",0.0,0.0,32.0293437,34.739131
